"TIME","Amm.kg/m^3"
2021-07-07 07:59:00,1.4e-06
2021-07-07 07:59:00,NA
2021-07-07 08:59:00,1.4e-06
2021-07-07 08:59:00,NA
2021-07-07 09:59:00,1.4e-06
2021-07-07 09:59:00,NA
2021-07-07 10:59:00,1.4e-06
2021-07-07 10:59:00,NA
2021-07-07 11:59:00,1.4e-06
2021-07-07 11:59:00,NA
2021-07-07 12:59:00,1.4e-06
2021-07-07 12:59:00,NA
2021-07-07 13:59:00,1.4e-06
2021-07-07 13:59:00,NA
2021-07-07 15:35:00,1.4e-06
2021-07-07 15:35:00,NA
2021-07-07 16:35:00,1.4e-06
2021-07-07 16:35:00,NA
2021-07-07 17:35:00,1.4e-06
2021-07-07 17:35:00,NA
2021-07-07 18:35:00,1.4e-06
2021-07-07 18:35:00,NA
2021-07-07 19:35:00,1.4e-06
2021-07-07 19:35:00,NA
2021-07-07 20:35:00,1.4e-06
2021-07-07 20:35:00,NA
2021-07-07 21:35:00,1.4e-06
2021-07-07 21:35:00,NA
2021-07-07 22:35:00,1.4e-06
2021-07-07 22:35:00,NA
2021-07-07 23:35:00,1.4e-06
2021-07-07 23:35:00,NA
2021-07-08 00:35:00,1.4e-06
2021-07-08 00:35:00,NA
2021-07-08 01:35:00,1.4e-06
2021-07-08 01:35:00,NA
2021-07-08 02:35:00,1.4e-06
2021-07-08 02:35:00,NA
2021-07-08 03:35:00,1.4e-06
2021-07-08 03:35:00,NA
2021-07-08 04:35:00,1.4e-06
2021-07-08 04:35:00,NA
2021-07-08 05:35:00,1.4e-06
2021-07-08 05:35:00,NA
2021-07-08 06:35:00,1.4e-06
2021-07-08 06:35:00,NA
2021-07-08 07:35:00,1.4e-06
2021-07-08 07:35:00,NA
2021-07-08 08:35:00,0.000565514
2021-07-08 08:35:00,NA
2021-07-08 09:35:00,0.000487052
2021-07-08 09:35:00,NA
2021-07-08 10:35:00,0.000685934
2021-07-08 10:35:00,NA
2021-07-08 11:35:00,0.00073579
2021-07-08 11:35:00,NA
2021-07-08 12:35:00,0.000798988
2021-07-08 12:35:00,NA
2021-07-08 13:35:00,0.000850514
2021-07-08 13:35:00,NA
2021-07-08 14:35:00,0.000945953
2021-07-08 14:35:00,NA
2021-07-08 15:35:00,0.000990748
2021-07-08 15:35:00,NA
2021-07-08 16:35:00,0.00104532
2021-07-08 16:35:00,NA
2021-07-08 17:35:00,0.00113408
2021-07-08 17:35:00,NA
2021-07-08 18:35:00,NA
2021-07-08 18:35:00,NA
2021-07-08 19:35:00,NA
2021-07-08 19:35:00,NA
